ticker,fiscal_period,fiscal_date,report_date,revenue,eps,net_income,equity,total_debt,free_cash_flow,roe,roic,debt_to_equity,gross_margin,operating_margin
GOOGL,Q4,2014-12-31,2015-03-31,76.4479,20.0,12.7778,383.3182,129.374,12.6745,0.1333,0.1133,0.3491,0.6369,0.2546
GOOGL,Q1,2015-03-31,2015-05-15,80.1164,20.0,13.391,396.707,133.8346,12.5745,0.135,0.1148,0.3491,0.6369,0.2546
GOOGL,Q2,2015-06-30,2015-08-14,81.6848,16.6898,13.6531,410.3583,138.5093,12.5059,0.1331,0.1131,0.3491,0.6369,0.2546
GOOGL,Q3,2015-09-30,2015-11-14,81.0545,17.1307,13.5478,423.9042,143.2756,11.701,0.1278,0.1087,0.3491,0.6369,0.2546
GOOGL,Q4,2015-12-31,2016-03-30,83.7884,16.5486,14.0047,437.9071,148.0051,12.7082,0.1279,0.1087,0.3491,0.6369,0.2546
GOOGL,Q1,2016-03-31,2016-05-15,86.5553,18.6356,14.4672,452.3723,152.8942,13.8671,0.1279,0.1087,0.3491,0.6369,0.2546
GOOGL,Q2,2016-06-30,2016-08-14,92.7486,20.0,15.5024,467.8725,157.9447,15.6049,0.1325,0.1127,0.3491,0.6369,0.2546
GOOGL,Q3,2016-09-30,2016-11-14,94.7646,20.0,15.8393,483.7097,163.3566,15.7334,0.131,0.1113,0.3491,0.6369,0.2546
GOOGL,Q4,2016-12-31,2017-03-31,96.46,20.0,16.1227,499.8302,168.8861,14.3356,0.129,0.1097,0.3491,0.6369,0.2546
GOOGL,Q1,2017-03-31,2017-05-15,101.2821,18.1637,16.9287,516.7569,174.5145,16.6046,0.131,0.1114,0.3491,0.6369,0.2546
GOOGL,Q2,2017-06-30,2017-08-14,110.3701,19.2294,18.4477,535.2026,180.4245,15.7591,0.1379,0.1172,0.3491,0.6369,0.2546
GOOGL,Q3,2017-09-30,2017-11-14,111.2348,20.0,18.5922,553.7926,186.8647,16.3528,0.1343,0.1141,0.3491,0.6369,0.2546
GOOGL,Q4,2017-12-31,2018-03-31,120.9581,17.9316,20.2174,574.0081,193.3554,19.6586,0.1409,0.1198,0.3491,0.6369,0.2546
GOOGL,Q1,2018-03-31,2018-05-15,126.7686,20.0,21.1886,595.1945,200.4136,21.13,0.1424,0.121,0.3491,0.6369,0.2546
GOOGL,Q2,2018-06-30,2018-08-14,130.7827,20.0,21.8595,617.0519,207.8107,21.5373,0.1417,0.1204,0.3491,0.6369,0.2546
GOOGL,Q3,2018-09-30,2018-11-14,137.2119,18.8311,22.9341,639.984,215.4422,23.4552,0.1433,0.1218,0.3491,0.6369,0.2546
GOOGL,Q4,2018-12-31,2019-03-31,141.9335,18.3631,23.7233,663.7054,223.4489,22.4466,0.143,0.1215,0.3491,0.6369,0.2546
GOOGL,Q1,2019-03-31,2019-05-15,136.1119,20.0,22.7503,686.4535,231.7311,20.5254,0.1326,0.1127,0.3491,0.6369,0.2546
GOOGL,Q2,2019-06-30,2019-08-14,130.313,20.0,21.781,708.2323,239.6736,21.1549,0.123,0.1046,0.3491,0.6369,0.2546
GOOGL,Q3,2019-09-30,2019-11-14,135.2068,18.7943,22.599,730.8293,247.2776,22.2643,0.1237,0.1051,0.3491,0.6369,0.2546
GOOGL,Q4,2019-12-31,2020-03-30,127.8303,18.65,21.366,752.1933,255.1673,21.2334,0.1136,0.0966,0.3491,0.6369,0.2546
GOOGL,Q1,2020-03-31,2020-05-15,131.6164,18.5207,21.9989,774.1902,262.6265,19.461,0.1137,0.0966,0.3491,0.6369,0.2546
GOOGL,Q2,2020-06-30,2020-08-14,125.5131,18.9798,20.9787,795.1669,270.3067,19.8291,0.1055,0.0897,0.3491,0.6369,0.2546
GOOGL,Q3,2020-09-30,2020-11-14,125.7904,15.8651,21.0251,816.1903,277.6306,19.8144,0.103,0.0876,0.3491,0.6369,0.2546
GOOGL,Q4,2020-12-31,2021-03-31,130.7301,17.3394,21.8507,838.0392,284.9709,19.0678,0.1043,0.0887,0.3491,0.6369,0.2546
GOOGL,Q1,2021-03-31,2021-05-15,130.558,18.8194,21.822,859.8591,292.5994,19.8994,0.1015,0.0863,0.3491,0.6369,0.2546
GOOGL,Q2,2021-06-30,2021-08-14,135.0604,20.0,22.5745,882.4315,300.2177,19.1733,0.1023,0.087,0.3491,0.6369,0.2546
GOOGL,Q3,2021-09-30,2021-11-14,135.3589,17.8926,22.6244,905.0539,308.0988,23.2096,0.1,0.085,0.3491,0.6369,0.2546
GOOGL,Q4,2021-12-31,2022-03-31,149.827,20.0,25.0427,930.0944,315.9974,22.6203,0.1077,0.0915,0.3491,0.6369,0.2546
GOOGL,Q1,2022-03-31,2022-05-15,157.722,19.6522,26.3623,956.4546,324.7402,27.0108,0.1102,0.0937,0.3491,0.6369,0.2546
GOOGL,Q2,2022-06-30,2022-08-14,160.9247,18.6695,26.8976,983.3502,333.9438,22.7715,0.1094,0.093,0.3491,0.6369,0.2546
GOOGL,Q3,2022-09-30,2022-11-14,175.7497,20.0,29.3755,1012.7235,343.3344,30.024,0.116,0.0986,0.3491,0.6369,0.2546
GOOGL,Q4,2022-12-31,2023-03-31,190.7303,20.0,31.8794,1044.6007,353.59,28.5037,0.1221,0.1038,0.3491,0.6369,0.2546
GOOGL,Q1,2023-03-31,2023-05-15,196.4789,19.3233,32.8402,1077.4389,364.7198,30.1054,0.1219,0.1036,0.3491,0.6369,0.2546
GOOGL,Q2,2023-06-30,2023-08-14,194.932,18.6534,32.5817,1110.0185,376.1852,29.1145,0.1174,0.0998,0.3491,0.6369,0.2546
GOOGL,Q3,2023-09-30,2023-11-14,187.624,16.5521,31.3602,1141.377,387.5603,28.0869,0.1099,0.0934,0.3491,0.6369,0.2546
GOOGL,Q4,2023-12-31,2024-03-30,194.3518,17.1031,32.4847,1173.8598,398.509,31.0253,0.1107,0.0941,0.3491,0.6369,0.2546
GOOGL,Q1,2024-03-31,2024-05-15,189.205,14.1433,31.6244,1205.4828,409.8503,32.6158,0.1049,0.0892,0.3491,0.6369,0.2546
GOOGL,Q2,2024-06-30,2024-08-14,196.9767,14.8373,32.9234,1238.4046,420.8914,29.1996,0.1063,0.0904,0.3491,0.6369,0.2546
GOOGL,Q3,2024-09-30,2024-11-14,170.1396,15.9132,28.4378,1266.8407,432.386,27.731,0.0898,0.0763,0.3491,0.6369,0.2546
GOOGL,Q4,2024-12-31,2025-03-31,174.1465,19.5279,29.1075,1295.9461,442.3144,29.0528,0.0898,0.0764,0.3491,0.6369,0.2546
GOOGL,Q1,2025-03-31,2025-05-15,179.6214,16.7517,30.0226,1325.9669,452.4765,28.4602,0.0906,0.077,0.3491,0.6369,0.2546
GOOGL,Q2,2025-06-30,2025-08-14,182.8384,15.6995,30.5603,1356.5255,462.9582,27.0441,0.0901,0.0766,0.3491,0.6369,0.2546
GOOGL,Q3,2025-09-30,2025-11-14,179.7422,14.9469,30.0428,1386.5667,473.6276,26.1479,0.0867,0.0737,0.3491,0.6369,0.2546
GOOGL,Q4,2025-12-31,2026-03-31,186.2268,14.5025,31.1267,1417.6918,484.1164,26.7442,0.0878,0.0746,0.3491,0.6369,0.2546
GOOGL,Q1,2026-03-31,2026-05-15,181.8053,12.9717,30.3876,1448.078,494.9837,31.0373,0.0839,0.0713,0.3491,0.6369,0.2546
META,Q3,2009-09-30,2009-11-14,38.1432,4.0743,6.2933,183.5702,170.7238,6.1413,0.1371,0.1166,0.963,0.5982,0.1756
META,Q4,2009-12-31,2010-03-31,37.4734,4.1481,6.1828,189.7526,176.7842,6.0671,0.1303,0.1108,0.963,0.5982,0.1756
META,Q1,2010-03-31,2010-05-15,37.9618,4.5933,6.2634,196.0157,182.7381,7.0092,0.1278,0.1086,0.963,0.5982,0.1756
META,Q2,2010-06-30,2010-08-14,38.683,5.7579,6.3824,202.3976,188.7696,6.698,0.1261,0.1072,0.963,0.5982,0.1756
META,Q3,2010-09-30,2010-11-14,38.4198,7.2045,6.3389,208.736,194.9156,7.0243,0.1215,0.1033,0.963,0.5982,0.1756
META,Q4,2010-12-31,2011-03-31,37.1514,8.228,6.1296,214.8651,201.0198,6.4318,0.1141,0.097,0.963,0.5982,0.1756
META,Q1,2011-03-31,2011-05-15,38.5155,7.5924,6.3547,221.2193,206.9223,7.0843,0.1149,0.0977,0.963,0.5982,0.1756
META,Q2,2011-06-30,2011-08-14,39.0231,7.8577,6.4385,227.6572,213.0415,7.2003,0.1131,0.0962,0.963,0.5982,0.1756
META,Q3,2011-09-30,2011-11-14,39.1911,7.4144,6.4662,234.1229,219.2415,7.2,0.1105,0.0939,0.963,0.5982,0.1756
META,Q4,2011-12-31,2012-03-30,43.2167,7.2653,7.1304,241.2527,225.4681,7.1435,0.1182,0.1005,0.963,0.5982,0.1756
META,Q1,2012-03-31,2012-05-15,45.0544,8.0809,7.4336,248.6857,232.3344,7.3536,0.1196,0.1016,0.963,0.5982,0.1756
META,Q2,2012-06-30,2012-08-14,45.4881,10.4804,7.5051,256.1901,239.4926,7.8046,0.1172,0.0996,0.963,0.5982,0.1756
META,Q3,2012-09-30,2012-11-14,47.4865,9.5554,7.8348,264.0243,246.7196,8.7535,0.1187,0.1009,0.963,0.5982,0.1756
META,Q4,2012-12-31,2013-03-31,49.7167,8.5354,8.2028,272.2265,254.2642,8.3118,0.1205,0.1024,0.963,0.5982,0.1756
META,Q1,2013-03-31,2013-05-15,48.4919,8.5412,8.0007,280.2267,262.1632,7.8463,0.1142,0.0971,0.963,0.5982,0.1756
META,Q2,2013-06-30,2013-08-14,51.7589,8.2279,8.5398,288.7658,269.8676,9.5862,0.1183,0.1005,0.963,0.5982,0.1756
META,Q3,2013-09-30,2013-11-14,52.8481,7.9973,8.7195,297.4847,278.0911,9.1384,0.1172,0.0997,0.963,0.5982,0.1756
META,Q4,2013-12-31,2014-03-31,51.8297,8.156,8.5514,306.0356,286.4877,8.4284,0.1118,0.095,0.963,0.5982,0.1756
META,Q1,2014-03-31,2014-05-15,54.1504,8.9112,8.9343,314.9693,294.7225,8.3219,0.1135,0.0964,0.963,0.5982,0.1756
META,Q2,2014-06-30,2014-08-14,53.4344,8.8283,8.8162,323.7849,303.3259,9.6722,0.1089,0.0926,0.963,0.5982,0.1756
META,Q3,2014-09-30,2014-11-14,53.6405,9.4334,8.8502,332.6344,311.8156,9.256,0.1064,0.0905,0.963,0.5982,0.1756
META,Q4,2014-12-31,2015-03-31,51.5386,9.2374,8.5034,341.1372,320.338,9.0759,0.0997,0.0848,0.963,0.5982,0.1756
META,Q1,2015-03-31,2015-05-15,54.9489,8.1062,9.0661,350.2027,328.5265,8.9798,0.1036,0.088,0.963,0.5982,0.1756
META,Q2,2015-06-30,2015-08-14,54.2865,7.6099,8.9568,359.159,337.2569,9.2523,0.0998,0.0848,0.963,0.5982,0.1756
META,Q3,2015-09-30,2015-11-14,51.9759,7.1883,8.5756,367.734,345.882,9.4504,0.0933,0.0793,0.963,0.5982,0.1756
META,Q4,2015-12-31,2016-03-30,52.2867,7.2655,8.6268,376.3604,354.1401,9.4442,0.0917,0.0779,0.963,0.5982,0.1756
META,Q1,2016-03-31,2016-05-15,52.5642,6.6569,8.6726,385.0325,362.4476,8.8701,0.0901,0.0766,0.963,0.5982,0.1756
META,Q2,2016-06-30,2016-08-14,52.5072,5.4577,8.6632,393.6954,370.7991,8.6452,0.088,0.0748,0.963,0.5982,0.1756
META,Q3,2016-09-30,2016-11-14,50.2229,5.7026,8.2863,401.9813,379.1417,8.2036,0.0825,0.0701,0.963,0.5982,0.1756
META,Q4,2016-12-31,2017-03-31,50.2978,5.1652,8.2987,410.2796,387.1214,8.8107,0.0809,0.0688,0.963,0.5982,0.1756
META,Q1,2017-03-31,2017-05-15,51.3076,4.2693,8.4653,418.7446,395.1129,8.64,0.0809,0.0687,0.963,0.5982,0.1756
META,Q2,2017-06-30,2017-08-14,52.3189,4.4949,8.6321,427.3764,403.265,8.3661,0.0808,0.0687,0.963,0.5982,0.1756
META,Q3,2017-09-30,2017-11-14,52.5569,4.1476,8.6714,436.0476,411.5778,8.7663,0.0795,0.0676,0.963,0.5982,0.1756
META,Q4,2017-12-31,2018-03-31,52.0861,5.1701,8.5937,444.641,419.9283,9.4406,0.0773,0.0657,0.963,0.5982,0.1756
META,Q1,2018-03-31,2018-05-15,50.094,4.6026,8.2651,452.9057,428.2041,8.1012,0.073,0.062,0.963,0.5982,0.1756
META,Q2,2018-06-30,2018-08-14,49.7531,4.9606,8.2088,461.1142,436.1633,8.9908,0.0712,0.0605,0.963,0.5982,0.1756
META,Q3,2018-09-30,2018-11-14,50.948,5.5041,8.406,469.5197,444.0683,8.9855,0.0716,0.0609,0.963,0.5982,0.1756
META,Q4,2018-12-31,2019-03-31,53.276,4.8014,8.7901,478.3095,452.1632,9.693,0.0735,0.0625,0.963,0.5982,0.1756
META,Q1,2019-03-31,2019-05-15,56.1969,5.5057,9.272,487.5811,460.628,8.8144,0.0761,0.0647,0.963,0.5982,0.1756
META,Q2,2019-06-30,2019-08-14,53.7596,6.1924,8.8699,496.4505,469.5568,9.4934,0.0715,0.0607,0.963,0.5982,0.1756
META,Q3,2019-09-30,2019-11-14,55.4351,6.1864,9.1463,505.5963,478.0984,9.735,0.0724,0.0615,0.963,0.5982,0.1756
META,Q4,2019-12-31,2020-03-30,52.4197,6.1538,8.6488,514.2447,486.9061,9.6144,0.0673,0.0572,0.963,0.5982,0.1756
META,Q1,2020-03-31,2020-05-15,51.3479,5.9728,8.4719,522.7162,495.2348,8.152,0.0648,0.0551,0.963,0.5982,0.1756
META,Q2,2020-06-30,2020-08-14,49.6994,6.8479,8.2,530.9157,503.3931,8.7226,0.0618,0.0525,0.963,0.5982,0.1756
META,Q3,2020-09-30,2020-11-14,50.5605,7.0758,8.342,539.2572,511.2895,8.7473,0.0619,0.0526,0.963,0.5982,0.1756
META,Q4,2020-12-31,2021-03-31,48.6918,6.9423,8.0337,547.2905,519.3227,7.6823,0.0587,0.0499,0.963,0.5982,0.1756
META,Q1,2021-03-31,2021-05-15,54.5742,7.4175,9.0043,556.2942,527.059,8.8556,0.0647,0.055,0.963,0.5982,0.1756
META,Q2,2021-06-30,2021-08-14,52.1901,7.8902,8.6109,564.9046,535.7299,9.5267,0.061,0.0518,0.963,0.5982,0.1756
META,Q3,2021-09-30,2021-11-14,56.6922,8.0615,9.3537,574.2577,544.0219,9.9616,0.0652,0.0554,0.963,0.5982,0.1756
META,Q4,2021-12-31,2022-03-31,57.9312,7.3593,9.5581,583.8153,553.0293,10.1506,0.0655,0.0557,0.963,0.5982,0.1756
META,Q1,2022-03-31,2022-05-15,59.2661,6.7558,9.7784,593.5932,562.2336,10.9882,0.0659,0.056,0.963,0.5982,0.1756
META,Q2,2022-06-30,2022-08-14,59.4358,7.1695,9.8064,603.3991,571.65,10.5427,0.065,0.0553,0.963,0.5982,0.1756
META,Q3,2022-09-30,2022-11-14,61.7475,7.543,10.1878,613.5864,581.0934,9.5486,0.0664,0.0565,0.963,0.5982,0.1756
META,Q4,2022-12-31,2023-03-31,60.2921,8.8321,9.9477,623.5334,590.9041,9.3142,0.0638,0.0542,0.963,0.5982,0.1756
META,Q1,2023-03-31,2023-05-15,60.5732,8.9172,9.994,633.5268,600.4834,10.025,0.0631,0.0536,0.963,0.5982,0.1756
META,Q2,2023-06-30,2023-08-14,60.3916,9.4433,9.9641,643.4902,610.1074,10.0789,0.0619,0.0526,0.963,0.5982,0.1756
META,Q3,2023-09-30,2023-11-14,64.2096,8.1099,10.594,654.0837,619.7025,11.9319,0.0648,0.0551,0.963,0.5982,0.1756
META,Q4,2023-12-31,2024-03-30,67.2903,9.9381,11.1023,665.1853,629.9044,11.7917,0.0668,0.0567,0.963,0.5982,0.1756
META,Q1,2024-03-31,2024-05-15,67.5383,10.3998,11.1432,676.3277,640.5956,10.7039,0.0659,0.056,0.963,0.5982,0.1756
META,Q2,2024-06-30,2024-08-14,67.5996,12.0025,11.1533,687.4802,651.3261,11.5014,0.0649,0.0552,0.963,0.5982,0.1756
META,Q3,2024-09-30,2024-11-14,67.143,10.4865,11.078,698.5575,662.0664,10.6554,0.0634,0.0539,0.963,0.5982,0.1756
META,Q4,2024-12-31,2025-03-31,60.525,10.0901,9.9861,708.5429,672.7341,11.0649,0.0564,0.0479,0.963,0.5982,0.1756
META,Q1,2025-03-31,2025-05-15,58.4473,8.8036,9.6433,718.1855,682.3504,9.3133,0.0537,0.0457,0.963,0.5982,0.1756
META,Q2,2025-06-30,2025-08-14,63.0759,8.5755,10.407,728.5919,691.6366,10.3609,0.0571,0.0486,0.963,0.5982,0.1756
META,Q3,2025-09-30,2025-11-14,65.5903,9.7839,10.8218,739.413,701.6583,10.5154,0.0585,0.0498,0.963,0.5982,0.1756
META,Q4,2025-12-31,2026-03-31,65.7225,9.4193,10.8436,750.256,712.0794,11.3446,0.0578,0.0491,0.963,0.5982,0.1756
META,Q1,2026-03-31,2026-05-15,63.5872,8.3615,10.4913,760.7467,722.5215,11.2326,0.0552,0.0469,0.963,0.5982,0.1756
NFLX,Q3,2009-09-30,2009-11-14,39.7322,3.1128,7.1336,177.7585,91.8107,5.7601,0.1605,0.1364,0.5381,0.69,0.2531
NFLX,Q4,2009-12-31,2010-03-31,39.6284,3.6816,7.1149,184.8732,95.6491,5.6506,0.1539,0.1309,0.5381,0.69,0.2531
NFLX,Q1,2010-03-31,2010-05-15,41.1121,3.0984,7.3813,192.2544,99.4774,5.7589,0.1536,0.1305,0.5381,0.69,0.2531
NFLX,Q2,2010-06-30,2010-08-14,43.136,3.1169,7.7447,199.9989,103.4491,5.5102,0.1549,0.1317,0.5381,0.69,0.2531
NFLX,Q3,2010-09-30,2010-11-14,44.7335,3.175,8.0315,208.0303,107.6163,6.0448,0.1544,0.1313,0.5381,0.69,0.2531
NFLX,Q4,2010-12-31,2011-03-31,47.9939,2.6647,8.6169,216.647,111.9379,5.9546,0.1591,0.1352,0.5381,0.69,0.2531
NFLX,Q1,2011-03-31,2011-05-15,50.9607,2.954,9.1495,225.7964,116.5744,7.5339,0.1621,0.1378,0.5381,0.69,0.2531
NFLX,Q2,2011-06-30,2011-08-14,53.5234,3.1058,9.6096,235.4059,121.4976,7.8252,0.1633,0.1388,0.5381,0.69,0.2531
NFLX,Q3,2011-09-30,2011-11-14,54.361,2.5221,9.76,245.1658,126.6683,7.8412,0.1592,0.1354,0.5381,0.69,0.2531
NFLX,Q4,2011-12-31,2012-03-30,54.4558,2.6667,9.777,254.9428,131.9199,8.1254,0.1534,0.1304,0.5381,0.69,0.2531
NFLX,Q1,2012-03-31,2012-05-15,53.3338,2.6059,9.5756,264.5183,137.1807,6.9526,0.1448,0.1231,0.5381,0.69,0.2531
NFLX,Q2,2012-06-30,2012-08-14,55.972,2.6025,10.0493,274.5674,142.3332,7.0114,0.1464,0.1244,0.5381,0.69,0.2531
NFLX,Q3,2012-09-30,2012-11-14,52.4143,2.9604,9.4105,283.9778,147.7405,7.1406,0.1326,0.1127,0.5381,0.69,0.2531
NFLX,Q4,2012-12-31,2013-03-31,55.0907,2.4526,9.891,293.8687,152.804,8.0475,0.1346,0.1144,0.5381,0.69,0.2531
NFLX,Q1,2013-03-31,2013-05-15,54.9432,2.567,9.8645,303.7332,158.1262,7.0474,0.1299,0.1104,0.5381,0.69,0.2531
NFLX,Q2,2013-06-30,2013-08-14,53.845,2.6271,9.6674,313.4004,163.4341,7.5152,0.1234,0.1049,0.5381,0.69,0.2531
NFLX,Q3,2013-09-30,2013-11-14,53.6904,1.9632,9.6396,323.04,168.6359,6.8085,0.1194,0.1015,0.5381,0.69,0.2531
NFLX,Q4,2013-12-31,2014-03-31,55.1417,1.7809,9.9002,332.9401,173.8228,6.8677,0.1189,0.1011,0.5381,0.69,0.2531
NFLX,Q1,2014-03-31,2014-05-15,56.8558,1.6925,10.2079,343.1479,179.1499,8.3816,0.119,0.1011,0.5381,0.69,0.2531
NFLX,Q2,2014-06-30,2014-08-14,58.3265,1.7257,10.472,353.6199,184.6426,7.3318,0.1185,0.1007,0.5381,0.69,0.2531
NFLX,Q3,2014-09-30,2014-11-14,58.7532,1.8108,10.5486,364.1684,190.2774,8.2263,0.1159,0.0985,0.5381,0.69,0.2531
NFLX,Q4,2014-12-31,2015-03-31,60.6701,1.8603,10.8928,375.061,195.9533,8.9478,0.1162,0.0987,0.5381,0.69,0.2531
NFLX,Q1,2015-03-31,2015-05-15,65.7182,1.7763,11.7991,386.8601,201.8145,8.4445,0.122,0.1037,0.5381,0.69,0.2531
NFLX,Q2,2015-06-30,2015-08-14,65.962,1.9361,11.8429,398.7029,208.1634,9.5689,0.1188,0.101,0.5381,0.69,0.2531
NFLX,Q3,2015-09-30,2015-11-14,70.2509,2.1831,12.6129,411.3157,214.5358,8.7223,0.1227,0.1043,0.5381,0.69,0.2531
NFLX,Q4,2015-12-31,2016-03-30,73.1431,1.9893,13.1322,424.4478,221.3226,9.9311,0.1238,0.1052,0.5381,0.69,0.2531
NFLX,Q1,2016-03-31,2016-05-15,72.2106,1.7638,12.9647,437.4124,228.3888,10.6535,0.1186,0.1008,0.5381,0.69,0.2531
NFLX,Q2,2016-06-30,2016-08-14,70.1443,1.9881,12.5938,450.0061,235.3648,9.4504,0.1119,0.0952,0.5381,0.69,0.2531
NFLX,Q3,2016-09-30,2016-11-14,72.1763,1.8524,12.9586,462.9646,242.1413,8.9561,0.112,0.0952,0.5381,0.69,0.2531
NFLX,Q4,2016-12-31,2017-03-31,75.6899,1.8832,13.5894,476.554,249.1141,11.3917,0.1141,0.097,0.5381,0.69,0.2531
NFLX,Q1,2017-03-31,2017-05-15,74.8462,1.688,13.438,489.9919,256.4263,9.4026,0.1097,0.0932,0.5381,0.69,0.2531
NFLX,Q2,2017-06-30,2017-08-14,77.2868,1.9238,13.8761,503.8679,263.657,9.8632,0.1102,0.0936,0.5381,0.69,0.2531
NFLX,Q3,2017-09-30,2017-11-14,84.3577,1.8432,15.1457,519.0135,271.1235,12.0825,0.1167,0.0992,0.5381,0.69,0.2531
NFLX,Q4,2017-12-31,2018-03-31,85.6387,1.9392,15.3756,534.389,279.2731,11.3454,0.1151,0.0978,0.5381,0.69,0.2531
NFLX,Q1,2018-03-31,2018-05-15,88.676,1.8592,15.921,550.3099,287.5464,11.3491,0.1157,0.0984,0.5381,0.69,0.2531
NFLX,Q2,2018-06-30,2018-08-14,98.984,1.7713,17.7717,568.0815,296.1132,14.6939,0.1251,0.1064,0.5381,0.69,0.2531
NFLX,Q3,2018-09-30,2018-11-14,99.6419,1.9166,17.8898,585.9712,305.6758,13.1729,0.1221,0.1038,0.5381,0.69,0.2531
NFLX,Q4,2018-12-31,2019-03-31,114.3342,1.9609,20.5277,606.4988,315.302,16.3721,0.1354,0.1151,0.5381,0.69,0.2531
NFLX,Q1,2019-03-31,2019-05-15,117.1063,2.0458,21.0254,627.5241,326.3476,15.2088,0.134,0.1139,0.5381,0.69,0.2531
NFLX,Q2,2019-06-30,2019-08-14,132.4946,1.8105,23.7882,651.3122,337.661,17.7048,0.1461,0.1242,0.5381,0.69,0.2531
NFLX,Q3,2019-09-30,2019-11-14,139.5138,2.0957,25.0484,676.3605,350.461,17.7529,0.1481,0.1259,0.5381,0.69,0.2531
NFLX,Q4,2019-12-31,2020-03-30,147.1396,2.5358,26.4176,702.778,363.9391,19.3291,0.1504,0.1278,0.5381,0.69,0.2531
NFLX,Q1,2020-03-31,2020-05-15,154.4361,2.7104,27.7276,730.5054,378.1539,19.5803,0.1518,0.1291,0.5381,0.69,0.2531
NFLX,Q2,2020-06-30,2020-08-14,157.1152,3.1059,28.2086,758.7139,393.0736,22.2226,0.1487,0.1264,0.5381,0.69,0.2531
NFLX,Q3,2020-09-30,2020-11-14,165.7705,3.0697,29.7626,788.4763,408.2522,21.3101,0.151,0.1283,0.5381,0.69,0.2531
NFLX,Q4,2020-12-31,2021-03-31,172.2765,3.2363,30.9307,819.4069,424.2669,24.7426,0.151,0.1283,0.5381,0.69,0.2531
NFLX,Q1,2021-03-31,2021-05-15,171.6519,3.3854,30.8185,850.2252,440.9101,25.3591,0.145,0.1232,0.5381,0.69,0.2531
NFLX,Q2,2021-06-30,2021-08-14,183.5484,3.057,32.9544,883.1796,457.493,27.6979,0.1493,0.1269,0.5381,0.69,0.2531
NFLX,Q3,2021-09-30,2021-11-14,191.5604,2.5197,34.3929,917.5724,475.2252,26.8374,0.1499,0.1274,0.5381,0.69,0.2531
NFLX,Q4,2021-12-31,2022-03-31,200.0,2.8532,35.9082,953.4804,493.7314,27.6413,0.1506,0.128,0.5381,0.69,0.2531
NFLX,Q1,2022-03-31,2022-05-15,200.0,3.0093,35.9082,989.3884,513.053,26.4458,0.1452,0.1234,0.5381,0.69,0.2531
NFLX,Q2,2022-06-30,2022-08-14,200.0,3.1959,35.9082,1025.2965,532.3746,30.1165,0.1401,0.1191,0.5381,0.69,0.2531
NFLX,Q3,2022-09-30,2022-11-14,200.0,3.2072,35.9082,1061.2045,551.6961,26.6733,0.1353,0.115,0.5381,0.69,0.2531
NFLX,Q4,2022-12-31,2023-03-31,200.0,3.1157,35.9082,1097.1125,571.0177,27.3583,0.1309,0.1113,0.5381,0.69,0.2531
NFLX,Q1,2023-03-31,2023-05-15,200.0,3.6355,35.9082,1133.0205,590.3392,26.4064,0.1268,0.1078,0.5381,0.69,0.2531
NFLX,Q2,2023-06-30,2023-08-14,200.0,4.2011,35.9082,1168.9285,609.6608,29.7747,0.1229,0.1044,0.5381,0.69,0.2531
NFLX,Q3,2023-09-30,2023-11-14,195.2373,4.5101,35.0531,1203.9814,628.9823,25.1878,0.1165,0.099,0.5381,0.69,0.2531
NFLX,Q4,2023-12-31,2024-03-30,200.0,4.9151,35.9082,1239.8894,647.8437,28.0855,0.1158,0.0985,0.5381,0.69,0.2531
NFLX,Q1,2024-03-31,2024-05-15,200.0,6.0915,35.9082,1275.7973,667.1652,30.0912,0.1126,0.0957,0.5381,0.69,0.2531
NFLX,Q2,2024-06-30,2024-08-14,200.0,8.0574,35.9082,1311.7051,686.4867,26.4798,0.1095,0.0931,0.5381,0.69,0.2531
NFLX,Q3,2024-09-30,2024-11-14,200.0,8.1135,35.9082,1347.6129,705.8081,28.6202,0.1066,0.0906,0.5381,0.69,0.2531
NFLX,Q4,2024-12-31,2025-03-31,200.0,8.791,35.9082,1383.5207,725.1296,29.0213,0.1038,0.0882,0.5381,0.69,0.2531
NFLX,Q1,2025-03-31,2025-05-15,200.0,8.8647,35.9082,1419.4285,744.451,28.4455,0.1012,0.086,0.5381,0.69,0.2531
NFLX,Q2,2025-06-30,2025-08-14,200.0,9.356,35.9082,1455.3363,763.7724,26.4022,0.0987,0.0839,0.5381,0.69,0.2531
NFLX,Q3,2025-09-30,2025-11-14,200.0,8.7383,35.9082,1491.2441,783.0939,27.794,0.0963,0.0819,0.5381,0.69,0.2531
NFLX,Q4,2025-12-31,2026-03-31,200.0,6.3504,35.9082,1527.152,802.4153,29.889,0.0941,0.0799,0.5381,0.69,0.2531
NFLX,Q1,2026-03-31,2026-05-15,200.0,6.6584,35.9082,1563.0599,821.7368,29.5573,0.0919,0.0781,0.5381,0.69,0.2531
AMZN,Q3,2009-09-30,2009-11-14,37.2854,3.8802,2.0827,77.1414,93.7829,1.7456,0.108,0.0918,1.2495,0.487,0.164
AMZN,Q4,2009-12-31,2010-03-31,40.4682,4.2019,2.2604,79.4018,96.385,1.8337,0.1139,0.0968,1.2495,0.487,0.164
AMZN,Q1,2010-03-31,2010-05-15,38.9111,4.6347,2.1735,81.5752,99.2092,1.7841,0.1066,0.0906,1.2495,0.487,0.164
AMZN,Q2,2010-06-30,2010-08-14,42.0184,6.2373,2.347,83.9222,101.9248,1.9182,0.1119,0.0951,1.2495,0.487,0.164
